name,price,description,stock,sku,categories,tags,weight,length,width,height
Poochyena,130.00,Poochyena is an omnivore—it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokémon tries to intimidate its foes by making the hair on its tail bristle out.,,4801,"Bite,Pokemon","Bite,poochyena,Run Away",30,1,1,1
Swampert,144.00,"Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself.",,9105,"Mud Fish,Pokemon","Mud Fish,swampert,Torrent","180,6",4,4,4
Marshtomp,152.00,"Marshtomp is much faster at traveling through mud than it is at swimming. This Pokémon’s hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs.",,6721,"Mud Fish,Pokemon","marshtomp,Mud Fish,Torrent","61,7",2,2,2
Mudkip,140.00,"In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokémon will unleash its amazing power—it can crush rocks bigger than itself.",,5363,"Mud Fish,Pokemon","Mud Fish,mudkip,Torrent","16,8",1,1,1
Blaziken,40.00,Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.,,7662,"Blaze,Pokemon","Blaze,blaziken","114,6",6,6,6
Combusken,68.00,Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokémon’s cry is very loud and distracting.,,9912,"Pokemon,Young Fowl","Blaze,combusken,Young Fowl",43,2,2,2
Torchic,28.00,Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down.,,5952,"Chick,Pokemon","Blaze,Chick,torchic","5,5",1,1,1
Sceptile,37.00,Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokémon raises the trees in a forest with loving care.,,4619,"Forest,Pokemon","Forest,Overgrow,sceptile","115,1",5,5,5
Grovyle,190.00,"This Pokémon adeptly flies from branch to branch in trees. In a forest, no Pokémon can ever hope to catch a fleeing Grovyle however fast they may be.",,9191,"Pokemon,Wood Gecko","grovyle,Overgrow,Wood Gecko","47,6",2,2,2
Treecko,96.00,"Treecko is cool, calm, and collected—it never panics under any situation. If a bigger foe were to glare at this Pokémon, it would glare right back without conceding an inch of ground.",,4817,"Pokemon,Wood Gecko","Overgrow,treecko,Wood Gecko",11,1,1,1
Celebi,111.00,"This Pokémon came from the future by crossing over time. It is thought that so long as Celebi appears, a bright and shining future awaits us.",,1144,"Pokemon,Time Travel","celebi,Natural Cure,Time Travel",11,2,2,2
Ho-oh,91.00,Ho-Oh’s feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokémon is said to live at the foot of a rainbow.,,2198,"Pokemon,Rainbow","ho-oh,Pressure,Rainbow","438,7",12,12,12
Lugia,86.00,"Lugia’s wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result, this Pokémon chooses to live out of sight deep under the sea.",,2564,"Diving,Pokemon","Diving,lugia,Pressure","476,2",17,17,17
Tyranitar,190.00,"Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight.",,8144,"Armor,Pokemon","Armor,Sand Stream,tyranitar","445,3",6,6,6
Pupitar,114.00,Pupitar creates a gas inside its body that it compresses and forcefully ejects to propel itself like a jet. The body is very durable—it avoids damage even if it hits solid steel.,,4140,"Hard Shell,Pokemon","Hard Shell,pupitar,Shed Skin","335,1",3,3,3
Wingull,153.00,Wingull rides updrafts rising from the sea by extending its long and narrow wings to glide. This Pokémon’s long beak is useful for catching prey.,,4325,"Pokemon,Seagull","Keen Eye,Seagull,wingull","20,9",2,2,2
Swellow,88.00,"Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings.",,6736,"Pokemon,Swallow","Guts,Swallow,swellow","43,7",2,2,2
Taillow,85.00,"Taillow is young—it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests.",,5591,"Pokemon,Tiny Swallow","Guts,taillow,Tiny Swallow","5,1",1,1,1
Shiftry,157.00,Shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokémon chooses to live quietly deep in forests.,,6957,"Pokemon,Wicked","Chlorophyll,shiftry,Wicked","131,4",4,4,4
Nuzleaf,26.00,This Pokémon pulls out the leaf on its head and makes a flute with it. The sound of Nuzleaf’s flute strikes fear and uncertainty in the hearts of people lost in a forest.,,3835,"Pokemon,Wily","Chlorophyll,nuzleaf,Wily","61,7",3,3,3
Seedot,26.00,Seedot looks exactly like an acorn when it is dangling from a tree branch. It startles other Pokémon by suddenly moving. This Pokémon polishes its body once a day using leaves.,,8692,"Acorn,Pokemon","Acorn,Chlorophyll,seedot","8,8",1,1,1
Ludicolo,189.00,"Upon hearing an upbeat and cheerful rhythm, the cells in Ludicolo’s body become very energetic and active. Even in battle, this Pokémon will exhibit an amazing amount of power.",,6718,"Carefree,Pokemon","Carefree,ludicolo,Swift Swim","121,3",4,4,4
Lombre,79.00,"Lombre’s entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this Pokémon’s hands. Lombre is often mistaken for a human child.",,9674,"Jolly,Pokemon","Jolly,lombre,Swift Swim","71,6",3,3,3
Lotad,161.00,"Lotad is said to have dwelled on land before. However, this Pokémon is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water.",,5098,"Pokemon,Water Weed","lotad,Swift Swim,Water Weed","5,7",1,1,1
Dustox,91.00,"When Dustox flaps its wings, a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This Pokémon searches for food using its antennae like radar.",,4491,"Poison Moth,Pokemon","dustox,Poison Moth,Shield Dust","69,7",3,3,3
Cascoon,166.00,"If it is attacked, Cascoon remains motionless however badly it may be hurt. It does so because if it were to move, its body would be weak upon evolution. This Pokémon will also not forget the pain it endured.",,3702,"Cocoon,Pokemon","cascoon,Cocoon,Shed Skin","25,4",2,2,2
Beautifly,145.00,"Beautifly has a long mouth like a coiled needle, which is very convenient for collecting pollen from flowers. This Pokémon rides the spring winds as it flits around gathering pollen.",,4100,"Butterfly,Pokemon","beautifly,Butterfly,Swarm","62,6",3,3,3
Silcoon,80.00,"Silcoon was thought to endure hunger and not consume anything before its evolution. However, it is now thought that this Pokémon slakes its thirst by drinking rainwater that collects on its silk.",,4018,"Cocoon,Pokemon","Cocoon,Shed Skin,silcoon",22,2,2,2
Wurmple,195.00,Wurmple is targeted by Swellow as prey. This Pokémon will try to resist by pointing the spikes on its rear at the attacking predator. It will weaken the foe by leaking poison from the spikes.,,4841,"Pokemon,Worm","Shield Dust,Worm,wurmple","7,9",1,1,1
Linoone,81.00,"When hunting, Linoone will make a beeline straight for the prey at a full run. While this Pokémon is capable of topping 60 mph, it has to come to a screeching halt before it can turn.",,5845,"Pokemon,Rushing","linoone,Pickup,Rushing","71,6",1,1,1
Zigzagoon,83.00,The hair on Zigzagoon’s back is bristly. It rubs the hard back hair against trees to leave its territorial markings. This Pokémon may play dead to fool foes in battle.,,5175,"Pokemon,Tiny Raccoon","Pickup,Tiny Raccoon,zigzagoon","38,6",1,1,1
Loudred,145.00,"Loudred shouts while stamping its feet. After it finishes shouting, this Pokémon becomes incapable of hearing anything for a while. This is considered to be a weak point.",,8065,"Big Voice,Pokemon","Big Voice,loudred,Soundproof","89,3",3,3,3
Whismur,137.00,"Whismur is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the Pokémon goes to sleep, all tired out.",,1446,"Pokemon,Whisper","Soundproof,whismur,Whisper","35,9",2,2,2
Shedinja,128.00,Shedinja is a peculiar Pokémon. It seems to appear unsought in a Poké Ball after a Nincada evolves. This bizarre Pokémon is entirely immobile—it doesn’t even breathe.,,2572,"Pokemon,Shed","Shed,shedinja,Wonder Guard","2,6",2,2,2
Ninjask,161.00,"If Ninjask is not trained properly, it will refuse to obey the Trainer and cry loudly continuously. Because of this quality, this Pokémon is said to be one that puts the Trainer’s abilities to the test.",,5002,"Ninja,Pokemon","Ninja,ninjask,Speed Boost","26,5",2,2,2
Nincada,38.00,Nincada lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This Pokémon can’t withstand bright sunlight so avoids it.,,4001,"Pokemon,Trainee","Compound Eyes,nincada,Trainee","12,1",1,1,1
Slaking,119.00,"Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground.",,3413,"Lazy,Pokemon","Lazy,slaking,Truant","287,7",6,6,6
Vigoroth,25.00,"Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokémon to run wild throughout the jungle before it can settle down.",,9710,"Pokemon,Wild Monkey","vigoroth,Vital Spirit,Wild Monkey","102,5",4,4,4
Slakoth,69.00,"Slakoth’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokémon in motion.",,6989,"Pokemon,Slacker","Slacker,slakoth,Truant","52,9",2,2,2
Breloom,113.00,The seeds ringing Breloom’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon’s seed will cause your stomach to rumble.,,7305,"Mushroom,Pokemon","breloom,Effect Spore,Mushroom","86,4",3,3,3
Shroomish,31.00,"If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt.",,8176,"Mushroom,Pokemon","Effect Spore,Mushroom,shroomish","9,9",1,1,1
Masquerain,39.00,"Masquerain’s antennas have eyelike patterns that usually give it an angry look. If the “eyes” are droopy and appear sad, it is said to be a sign that a heavy rainfall is on its way.",,4576,"Eyeball,Pokemon","Eyeball,Intimidate,masquerain","7,9",2,2,2
Surskit,112.00,"If Surskit senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some Pokémon that love eating this syrup.",,4453,"Pokemon,Pond Skater","Pond Skater,surskit,Swift Swim","3,7",1,1,1
Gardevoir,34.00,Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokémon will try to protect its Trainer even at the risk of its own life.,,8609,"Embrace,Pokemon","Embrace,gardevoir,Synchronize","106,7",5,5,5
Kirlia,186.00,"Kirlia uses the horns on its head to amplify its psychokinetic power. When the Pokémon uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery.",,1243,"Emotion,Pokemon","Emotion,kirlia,Synchronize","44,5",2,2,2
Ralts,151.00,"Ralts has the ability to sense the emotions of people. If its Trainer is in a cheerful mood, this Pokémon grows cheerful and joyous in the same way.",,1217,"Feeling,Pokemon","Feeling,ralts,Synchronize","14,6",1,1,1
Pelipper,158.00,"Pelipper searches for food while in flight by skimming the wave tops. This Pokémon dips its large bill in the sea to scoop up food, then swallows everything in one big gulp.",,2276,"Pokemon,Water Bird","Keen Eye,pelipper,Water Bird","61,7",3,3,3
Manectric,76.00,Manectric discharges strong electricity from its mane. The mane is used for collecting electricity in the atmosphere. This Pokémon creates thunderclouds above its head.,,5500,"Discharge,Pokemon","Discharge,manectric,Static","88,6",4,4,4
Electrike,145.00,"Electrike runs faster than the human eye can follow. The friction from running is converted into electricity, which is then stored in this Pokémon’s fur.",,8674,"Lightning,Pokemon","electrike,Lightning,Static","33,5",2,2,2
Medicham,77.00,"Through the power of meditation, Medicham developed its sixth sense. It gained the ability to use psychokinetic powers. This Pokémon is known to meditate for a whole month without eating.",,2121,"Meditate,Pokemon","medicham,Meditate,Pure Power","69,4",4,4,4
Meditite,97.00,Meditite heightens its inner energy through meditation. It survives on just one berry a day. Minimal eating is another aspect of this Pokémon’s training.,,8998,"Meditate,Pokemon","Meditate,meditite,Pure Power","24,7",2,2,2
Aggron,140.00,"Aggron is protective of its environment. If its mountain is ravaged by a landslide or a fire, this Pokémon will haul topsoil to the area, plant trees, and beautifully restore its own territory.",,1323,"Iron Armor,Pokemon","aggron,Iron Armor,Rock Head","793,7",6,6,6
Lairon,70.00,"Lairon feeds on iron contained in rocks and water. It makes its nest on mountains where iron ore is buried. As a result, the Pokémon often clashes with humans mining the iron ore.",,7087,"Iron Armor,Pokemon","Iron Armor,lairon,Rock Head","264,6",2,2,2
Aron,149.00,"Aron has a body of steel. With one all-out charge, this Pokémon can demolish even a heavy dump truck. The destroyed dump truck then becomes a handy meal for the Pokémon.",,1520,"Iron Armor,Pokemon","aron,Iron Armor,Rock Head","132,3",1,1,1
Mawile,119.00,"Don’t be taken in by this Pokémon’s cute face—it’s very dangerous. Mawile fools the foe into letting down its guard, then chomps down with its massive jaws. The steel jaws are really horns that have been transformed.",,2329,"Deceiver,Pokemon","Deceiver,Intimidate,mawile","25,4",2,2,2
Sableye,81.00,Sableye digs the ground with sharpened claws to find rocks that it eats. Substances in the eaten rocks crystallize and rise up to the Pokémon’s body surface.,,2323,"Darkness,Pokemon","Darkness,Keen Eye,sableye","24,3",1,1,1
Delcatty,170.00,"Delcatty sleeps anywhere it wants without keeping a permanent nest. If other Pokémon approach it as it sleeps, this Pokémon will never fight—it will just move away somewhere else.",,3487,"Pokemon,Prim","Cute Charm,delcatty,Prim","71,9",3,3,3
Skitty,156.00,"Skitty is known to chase around playfully after its own tail. In the wild, this Pokémon lives in holes in the trees of forests. It is very popular as a pet because of its adorable looks.",,7257,"Kitten,Pokemon","Cute Charm,Kitten,skitty","24,3",2,2,2
Nosepass,41.00,"Nosepass had been said to be completely unmoving, with its magnetic nose pointed due north. However, close observation has revealed that the Pokémon actually moves by a little over 3/8 of an inch every year.",,5893,"Compass,Pokemon","Compass,nosepass,Sturdy","213,8",3,3,3
Hariyama,176.00,"Hariyama’s thick body may appear fat, but it is actually a hunk of solid muscle. If this Pokémon bears down and tightens all its muscles, its body becomes as hard as a rock.",,2656,"Arm Thrust,Pokemon","Arm Thrust,Guts,hariyama","559,5",7,7,7
Makuhita,30.00,"Makuhita has a tireless spirit—it will never give up hope. It eats a lot of food, gets plenty of sleep, and it trains very rigorously. By living that way, this Pokémon packs its body with energy.",,2035,"Guts,Pokemon","Guts,makuhita","190,5",3,3,3
Exploud,161.00,Exploud communicates its feelings to the others by emitting whistle-like sounds from the tubes on its body. This Pokémon only raises its voice when it is in battle.,,2334,"Loud Noise,Pokemon","exploud,Loud Noise,Soundproof","185,2",4,4,4
Grumpig,182.00,"Grumpig uses the black pearls on its body to wield its fantastic powers. When it is doing so, it dances bizarrely. This Pokémon’s black pearls are valuable as works of art.",,6263,"Manipulate,Pokemon","grumpig,Manipulate,Own Tempo","157,6",2,2,2
Spoink,163.00,Spoink keeps a pearl on top of its head. The pearl functions to amplify this Pokémon’s psychokinetic powers. It is therefore on a constant search for a bigger pearl.,,7700,"Bounce,Pokemon","Bounce,Own Tempo,spoink","67,5",2,2,2
Torkoal,98.00,"Torkoal generates energy by burning coal. It grows weaker as the fire dies down. When it is preparing for battle, this Pokémon burns more coal.",,4605,"Coal,Pokemon","Coal,torkoal,White Smoke","177,2",1,1,1
Camerupt,124.00,The humps on Camerupt’s back are formed by a transformation of its bones. They sometimes blast out molten magma. This Pokémon apparently erupts often when it is enraged.,,7274,"Eruption,Pokemon","camerupt,Eruption,Magma Armor",485,6,6,6
Numel,170.00,"Numel stores magma of almost 2,200 degrees Fahrenheit within its body. If it gets wet, the magma cools and hardens. In that event, the Pokémon’s body grows heavy and its movements become sluggish.",,1767,"Numb,Pokemon","Numb,numel,Oblivious","52,9",2,2,2
Wailord,150.00,"When chasing prey, Wailord herds them by leaping out of the water and making a humongous splash. It is breathtaking to see this Pokémon leaping out of the sea with others in its pod.",,7833,"Float Whale,Pokemon","Float Whale,Oblivious,wailord","877,4",47,47,47
Wailmer,90.00,"Wailmer can store water inside its body to transform itself into a ball for bouncing around on the ground. By filling itself up with more water, this Pokémon can elevate the height of its bounces.",,7524,"Ball Whale,Pokemon","Ball Whale,Oblivious,wailmer","286,6",6,6,6
Sharpedo,129.00,Sharpedo can swim at speeds of up to 75 mph by jetting seawater out of its backside. This Pokémon’s drawback is its inability to swim long distances.,,8327,"Brutal,Pokemon","Brutal,Rough Skin,sharpedo","195,8",5,5,5
Carvanha,25.00,"If anything invades Carvanha’s territory, it will swarm and tear at the intruder with its pointed fangs. On its own, however, this Pokémon turns suddenly timid.",,8826,"Pokemon,Savage","carvanha,Rough Skin,Savage","45,9",2,2,2
Swalot,130.00,"Swalot has no teeth, so what it eats, it swallows whole, no matter what. Its cavernous mouth yawns widely. An automobile tire could easily fit inside this Pokémon’s mouth.",,2075,"Poison Bag,Pokemon","Liquid Ooze,Poison Bag,swalot","176,4",5,5,5
Gulpin,136.00,Most of Gulpin’s body is made up of its stomach—its heart and brain are very small in comparison. This Pokémon’s stomach contains special enzymes that dissolve anything.,,5122,"Pokemon,Stomach","gulpin,Liquid Ooze,Stomach","22,7",1,1,1
Roselia,90.00,"On extremely rare occasions, a Roselia is said to appear with its flowers in unusual colors. The thorns on this Pokémon’s head contain a vicious poison.",,2703,"Pokemon,Thorn","Poison Point,roselia,Thorn","4,4",1,1,1
Illumise,167.00,Illumise leads a flight of illuminated Volbeat to draw signs in the night sky. This Pokémon is said to earn greater respect from its peers by composing more complex designs in the sky.,,7540,"Firefly,Pokemon","Firefly,illumise,Tinted Lens",39,2,2,2
Volbeat,123.00,"Volbeat’s tail glows like a lightbulb. With other Volbeat, it uses its tail to draw geometric shapes in the night sky. This Pokémon loves the sweet aroma given off by Illumise.",,1715,"Firefly,Pokemon","Firefly,Swarm,volbeat",39,2,2,2
Minun,193.00,"Minun loves to cheer on its partner in battle. It gives off sparks from its body while it is doing so. If its partner is in trouble, this Pokémon gives off increasing amounts of sparks.",,2294,"Cheering,Pokemon","Cheering,minun,Minus","9,3",1,1,1
Plusle,56.00,"When Plusle is cheering on its partner, it flashes with electric sparks from all over its body. If its partner loses, this Pokémon cries loudly.",,5972,"Cheering,Pokemon","Cheering,Plus,plusle","9,3",1,1,1
Claydol,197.00,"Claydol is an enigma that appeared from a clay statue made by an ancient civilization dating back 20,000 years. This Pokémon shoots beams from both its hands.",,3698,"Clay Doll,Pokemon","Clay Doll,claydol,Levitate","238,1",4,4,4
Baltoy,167.00,"As soon as it spots others of its kind, Baltoy congregates with them and then begins crying noisily in unison. This Pokémon sleeps while cleverly balancing itself on its one foot.",,8305,"Clay Doll,Pokemon","baltoy,Clay Doll,Levitate","47,4",1,1,1
Crawdaunt,173.00,"Crawdaunt molts (sheds) its shell regularly. Immediately after molting, its shell is soft and tender. Until the shell hardens, this Pokémon hides in its streambed burrow to avoid attack from its foes.",,3652,"Pokemon,Rogue","crawdaunt,Rogue,Shell Armor","72,3",3,3,3
Corphish,178.00,Corphish catches prey with its sharp claws. It has no likes or dislikes when it comes to food—it will eat anything. This Pokémon has no trouble living in filthy water.,,8905,"Pokemon,Ruffian","corphish,Ruffian,Shell Armor","25,4",2,2,2
Whiscash,179.00,"If Whiscash goes on a wild rampage, it sets off a quake-like tremor with a radius of over three miles. This Pokémon has the ability to predict real earthquakes.",,6220,"Pokemon,Whiskers","Oblivious,whiscash,Whiskers",52,2,2,2
Solrock,57.00,Sunlight is the source of Solrock’s power. It is said to possess the ability to read the emotions of others. This Pokémon gives off intense heat while rotating its body.,,5510,"Meteorite,Pokemon","Levitate,Meteorite,solrock","339,5",3,3,3
Lunatone,177.00,"Lunatone becomes active around the time of the full moon. Instead of walking, it moves by floating in midair. The Pokémon’s intimidating red eyes cause all those who see it to become transfixed with fear.",,5917,"Meteorite,Pokemon","Levitate,lunatone,Meteorite","370,4",3,3,3
Seviper,107.00,Seviper’s swordlike tail serves two purposes—it slashes foes and douses them with secreted poison. This Pokémon will not give up its long-running blood feud with Zangoose.,,9903,"Fang Snake,Pokemon","Fang Snake,seviper,Shed Skin","115,7",8,8,8
Altaria,104.00,Altaria sings in a gorgeous soprano. Its wings are like cotton clouds. This Pokémon catches updrafts with its buoyant wings and soars way up into the wild blue yonder.,,9924,"Humming,Pokemon","altaria,Humming,Natural Cure","45,4",3,3,3
Swablu,121.00,"Swablu loves to make things clean. If it spots something dirty, it will wipe and polish it with its cottony wings. If its wings become dirty, this Pokémon finds a stream and showers itself.",,3915,"Cotton Bird,Pokemon","Cotton Bird,Natural Cure,swablu","2,6",1,1,1
Cacturne,31.00,"If a traveler is going through a desert in the thick of night, Cacturne will follow in a ragtag group. The Pokémon are biding their time, waiting for the traveler to tire and become incapable of moving.",,8491,"Pokemon,Scarecrow","cacturne,Sand Veil,Scarecrow","170,6",4,4,4
Cacnea,105.00,"The more arid and harsh the environment, the more pretty and fragrant a flower Cacnea grows. This Pokémon battles by wildly swinging its thorny arms.",,5000,"Cactus,Pokemon","cacnea,Cactus,Sand Veil","113,1",1,1,1
Flygon,174.00,"Flygon whips up a sandstorm by flapping its wings. The wings create a series of notes that sound like singing. Because the “singing” is the only thing that can be heard in a sandstorm, this Pokémon is said to be the desert spirit.",,4103,"Mystic,Pokemon","flygon,Levitate,Mystic","180,8",6,6,6
Vibrava,200.00,"Vibrava’s wings have not yet completed the process of growing. Rather than flying long distances, they are more useful for generating ultrasonic waves by vibrating.",,9249,"Pokemon,Vibration","Levitate,Vibration,vibrava","33,7",3,3,3
Trapinch,116.00,Trapinch is a patient hunter. It digs an inescapable pit in a desert and waits for its prey to come tumbling down. This Pokémon can go a whole week without access to any water.,,4740,"Ant Pit,Pokemon","Ant Pit,Arena Trap,trapinch","33,1",2,2,2
Spinda,149.00,No two Spinda are said to have identical spot patterns on their hides. This Pokémon moves in a curious manner as if it is stumbling in dizziness. Its lurching movements can cause the opponent to become confused.,,7350,"Pokemon,Spot Panda","spinda,Spot Panda,Tangled Feet",11,3,3,3
Wynaut,168.00,"Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed, this Pokémon gains endurance and is trained to dole out powerful counterattacks.",,9836,"Bright,Pokemon","Bright,Shadow Tag,wynaut","30,9",2,2,2
Absol,134.00,"Absol has the ability to foretell the coming of natural disasters. It lives in a harsh, rugged mountain environment. This Pokémon very rarely ventures down from the mountains.",,3431,"Disaster,Pokemon","absol,Disaster,Pressure","103,6",3,3,3
Chimecho,51.00,"In high winds, Chimecho cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This Pokémon plucks berries with its long tail and eats them.",,6688,"Pokemon,Wind Chime","chimecho,Levitate,Wind Chime","2,2",2,2,2
Tropius,196.00,Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokémon flies by flapping the leaves on its back as if they were wings.,,7266,"Fruit,Pokemon","Chlorophyll,fruit,tropius","220,5",6,6,6
Dusclops,39.00,"Dusclops absorbs anything, however large the object may be. This Pokémon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops’s bidding.",,4994,"Beckon,Pokemon","Beckon,dusclops,Pressure","67,5",5,5,5
Duskull,139.00,Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokémon will spirit away bad children who earn scoldings from their mothers.,,6627,"Pokemon,Requiem","duskull,Levitate,Requiem","33,1",2,2,2
Banette,104.00,"A cursed energy permeated the stuffing of a discarded and forgotten plush doll, giving it new life as Banette. The Pokémon’s energy would escape if it were to ever open its mouth.",,6213,"Marionette,Pokemon","banette,Insomnia,Marionette","27,6",3,3,3
Shuppet,174.00,"Shuppet grows by feeding on dark emotions, such as vengefulness and envy, in the hearts of people. It roams through cities in search of grudges that taint people.",,7348,"Pokemon,Puppet","Insomnia,Puppet,shuppet","5,1",2,2,2
Kecleon,100.00,"Kecleon alters its body coloration to blend in with its surroundings, allowing it to sneak up on its prey unnoticed. Then it lashes out with its long, stretchy tongue to instantly ensnare the unsuspecting target.",,2351,"Color Swap,Pokemon","Color Change,Color Swap,kecleon","48,5",3,3,3
Castform,119.00,"Castform borrows the power of nature to transform itself into the guises of the sun, rain, and snow-clouds. This Pokémon’s feelings change with the weather.",,9535,"Pokemon,Weather","castform,Forecast,Weather","1,8",1,1,1
Milotic,152.00,"Milotic live at the bottom of large lakes. When this Pokémon’s body glows a vivid pink, it releases a pulsing wave of energy that brings soothing calm to troubled hearts.",,4867,"Pokemon,Tender","Marvel Scale,milotic,Tender","357,1",20,20,20
Feebas,194.00,"While Feebas’s body is in tatters, it has a hardy and tenacious life force that enables it to live anywhere. However, this Pokémon is also slow and dimwitted, making it an easy catch.",,6505,"Fish,Pokemon","feebas,Fish,Oblivious","16,3",2,2,2
Armaldo,42.00,"Armaldo is a Pokémon species that became extinct in prehistoric times. This Pokémon is said to have walked on its hind legs, which would have been more convenient for life on land.",,3328,"Plate,Pokemon","armaldo,Battle Armor,Plate","150,4",4,4,4
Anorith,64.00,"Anorith is said to be a type of Pokémon predecessor, with eight wings at the sides of its body. This Pokémon swam in the primordial sea by undulating these eight wings.",,2511,"Old Shrimp,Pokemon","anorith,Battle Armor,Old Shrimp","27,6",2,2,2
Cradily,154.00,"Cradily’s body serves as an anchor, preventing it from being washed away in rough seas. This Pokémon secretes a strong digestive fluid from its tentacles.",,5809,"Barnacle,Pokemon","Barnacle,cradily,Suction Cups","133,2",4,4,4
Lileep,87.00,"Lileep is an ancient Pokémon that was regenerated from a fossil. It remains permanently anchored to a rock. From its immobile perch, this Pokémon intently scans for prey with its two eyes.",,2965,"Pokemon,Sea Lily","lileep,Sea Lily,Suction Cups","52,5",3,3,3
Metagross,170.00,"Metagross is the result of two Metang achieving fusion. When hunting, this Pokémon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach.",,8825,"Iron Leg,Pokemon","Clear Body,Iron Leg,metagross","1212,5",5,5,5
Metang,78.00,"When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokémon turns its arms to the rear for traveling at high speed.",,6906,"Iron Claw,Pokemon","Clear Body,Iron Claw,metang","446,4",3,3,3
Beldum,122.00,"Beldum keeps itself floating by generating a magnetic force that repels earth’s natural magnetism. When it sleeps, this Pokémon anchors itself to a cliff using the hooks on its rear.",,3484,"Iron Ball,Pokemon","beldum,Clear Body,Iron Ball","209,9",2,2,2
Salamence,62.00,"By evolving into Salamence, this Pokémon finally realizes its long-held dream of growing wings. To express its joy, it flies and wheels all over the sky while spouting flames from its mouth.",,7686,"Dragon,Pokemon","Dragon,Intimidate,salamence","226,2",4,4,4
Shelgon,56.00,"Covering Shelgon’s body are outgrowths much like bones. The shell is very hard and bounces off enemy attacks. When awaiting evolution, this Pokémon hides away in a cavern.",,1384,"Endurance,Pokemon","Endurance,Rock Head,shelgon","243,6",3,3,3
Bagon,34.00,"Bagon harbors a never-ending dream of one day soaring high among the clouds. As if trying to dispel its frustration over its inability to fly, this Pokémon slams its hard head against huge rocks and shatters them into pebbles.",,3372,"Pokemon,Rock Head","bagon,Rock Head","92,8",2,2,2
Luvdisc,44.00,Luvdisc’s heart-shaped body is a symbol of love and romance. It is said that any couple meeting this Pokémon is promised a loving relationship that never ends.,,4868,"Pokemon,Rendezvous","luvdisc,Rendezvous,Swift Swim","19,2",2,2,2
Relicanth,157.00,Relicanth is a rare species that was discovered in deep-sea explorations. This Pokémon’s body withstands the enormous water pressure of the ocean depths. Its body is covered in tough scales that are like craggy rocks.,,7988,"Longevity,Pokemon","Longevity,relicanth,Rock Head","51,6",3,3,3
Gorebyss,150.00,"Although Gorebyss is the very picture of elegance and beauty while swimming, it is also cruel. When it spots prey, this Pokémon inserts its thin mouth into the prey’s body and drains the prey of its body fluids.",,9428,"Pokemon,South Sea","gorebyss,South Sea,Swift Swim","49,8",5,5,5
